,id,tabuleiro,size,numero_regioes,tamanho_medio_regiao,dificuldade,dicas,tempo,nos_visitados,profundidade_maxima,total_podas,backtracks,resolvido,assign_from_singletons,hidden_single,naked_pairs,hidden_pairs,naked_triples,hidden_triples
15x10n=6_Suguru-675,Suguru-675,15x10n=6,150,28,5.357142857142857,3,44,0.10377868798968848,8,5,171,0,True,98,32,0,21,17,3
15x10n=6_Suguru-742,Suguru-742,15x10n=6,150,26,5.769230769230769,3,44,1.1692985330009833,99,13,746,42,True,430,130,0,91,27,68
15x10n=6_Suguru-799,Suguru-799,15x10n=6,150,26,5.769230769230769,3,49,0.12098266300745308,10,7,129,0,True,80,29,0,17,3,0
15x10n=6_Suguru-149,Suguru-149,15x10n=6,150,27,5.555555555555555,3,49,0.19530949300678913,15,9,304,1,True,183,62,0,45,11,3
15x10n=6_Suguru-338,Suguru-338,15x10n=6,150,26,5.769230769230769,2,38,0.3027027049975004,23,9,350,3,True,217,59,0,49,20,5
15x10n=6_Suguru-343,Suguru-343,15x10n=6,150,27,5.555555555555555,3,40,1.2960501719935564,114,10,1274,59,True,532,104,0,584,50,4
15x10n=6_Suguru-413,Suguru-413,15x10n=6,150,26,5.769230769230769,3,48,0.14198534000024665,13,10,204,0,True,125,28,0,23,28,0
15x10n=6_Suguru-481,Suguru-481,15x10n=6,150,27,5.555555555555555,3,38,0.7407037439988926,60,14,800,22,True,497,104,0,115,52,32
15x10n=6_Suguru-649,Suguru-649,15x10n=6,150,26,5.769230769230769,2,39,0.2420144179923227,23,12,277,2,True,121,42,0,101,11,2
15x10n=6_Suguru-690,Suguru-690,15x10n=6,150,26,5.769230769230769,3,44,1.7792684450105298,128,11,2117,63,True,1218,310,0,474,115,0
15x10n=6_Suguru-59,Suguru-59,15x10n=6,150,26,5.769230769230769,3,48,0.34861199000442866,26,10,493,4,True,282,62,0,131,16,2
15x10n=6_Suguru-189,Suguru-189,15x10n=6,150,27,5.555555555555555,3,43,0.20691839999926742,19,12,183,1,True,104,37,0,23,13,6
15x10n=6_Suguru-202,Suguru-202,15x10n=6,150,27,5.555555555555555,3,42,0.15048588100762572,15,8,199,1,True,107,38,0,15,39,0
15x10n=6_Suguru-744,Suguru-744,15x10n=6,150,26,5.769230769230769,3,45,1.0872059240064118,91,11,1387,39,True,677,133,0,213,240,124
15x10n=6_Suguru-746,Suguru-746,15x10n=6,150,27,5.555555555555555,3,41,0.24112677801167592,20,10,282,2,True,144,38,0,74,17,9
15x10n=6_Suguru-16,Suguru-16,15x10n=6,150,27,5.555555555555555,3,42,0.14650902200082783,11,6,181,0,True,104,33,0,33,9,2
15x10n=6_Suguru-24,Suguru-24,15x10n=6,150,26,5.769230769230769,3,45,3.9353603390045464,302,11,7174,126,True,3843,691,0,1618,688,334
15x10n=6_Suguru-35,Suguru-35,15x10n=6,150,25,6.0,3,48,2.893715471000178,184,12,2970,118,True,1808,379,0,465,286,32
15x10n=6_Suguru-87,Suguru-87,15x10n=6,150,28,5.357142857142857,3,36,1.1350349209969863,69,9,1478,26,True,992,185,0,192,97,12
15x10n=6_Suguru-98,Suguru-98,15x10n=6,150,26,5.769230769230769,3,41,0.25291556199954357,22,9,251,3,True,143,49,0,40,15,4
15x10n=6_Suguru-139,Suguru-139,15x10n=6,150,26,5.769230769230769,3,41,1.1527231569925789,76,11,1562,37,True,929,163,0,349,95,26
15x10n=6_Suguru-187,Suguru-187,15x10n=6,150,26,5.769230769230769,3,44,0.9705646000074921,87,10,647,48,True,386,122,0,122,15,2
15x10n=6_Suguru-483,Suguru-483,15x10n=6,150,26,5.769230769230769,3,39,0.5850488449941622,43,12,1060,12,True,577,186,0,205,76,16
15x10_Suguru-741,Suguru-741,15x10,150,33,4.545454545454546,3,19,0.6027670879993821,56,13,1230,33,True,742,178,0,200,92,18
15x10_Suguru-762,Suguru-762,15x10,150,32,4.6875,3,21,2.3794565800053533,165,11,8152,78,True,4560,1015,0,1175,795,607
15x10_Suguru-299,Suguru-299,15x10,150,32,4.6875,3,17,0.42498031099967193,55,9,437,21,True,218,116,0,50,41,12
15x10_Suguru-323,Suguru-323,15x10,150,32,4.6875,3,16,8.854233799997019,715,16,16155,360,True,8865,2466,0,1746,1826,1252
15x10_Suguru-625,Suguru-625,15x10,150,32,4.6875,3,16,3.8211480710015167,356,18,4680,178,True,2667,387,0,966,526,134
